,content,label,origin
4000,真心 觉得 桂林 米粉 好 难 吃 [ 抓狂 ] [ 抓狂 ],3,2
4001,"贵体 欠安 , 各种 不 舒服 [ 泪 ] [ 泪 ] [ 泪 ]",2,2
4002,"爸爸 妈妈 的 一 条 短信 , 一 秒钟 哭 得 七零八落 。",2,2
4003,"就 在 边上 发 围脖 呼叫 , 你 听 得 到 嘛 ?   晚安   呵呵",0,3
4004,就 听 个 1 万 遍 好 了 [ 大哭 ],2,3
4005,"从 凌晨 4 点 一直 忙 到 现在 , 累垮 了 [ 泪 ] [ 泪 ] [ 泪 ] [ 抓狂 ]",2,2
4006,啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊,0,3
4007,"我 顶 , 我 忍 , 我 要 坚持 , 大不了 不 睡 了 , 我 要 嬴 !",4,2
4008,"已 入手 2016 上海 f1 看台 票 。 上海 , 明年 见 ! [ 太 开心 ]",5,5
4009,骑 单车 骑 的 浑身 酸痛 [ 打脸 ] 要 瘫 了 [ 打脸 ],2,5
4010,@ 大 菁菁 cynthia   爱 你 爱 你 爱 你 ~ ~ ~,1,1
4011,作死,3,0
4012,今天 我 主持 早 会 郁闷 啊 没 发挥 好 ! [ din 推 撞 ],2,2
4013,奥特曼 打 怪兽 打 了 两 小时 [ 吐 ],3,0
4014,[ 抓狂 ] [ 抓狂 ] [ 抓狂 ] [ 晕 ] [ 晕 ] [ 晕 ],3,3
4015,真 天真 。 。 假 天真 。 。,0,3
4016,"腰肌 劳损 , 脖子 酸 。 。 。 老人 儿 一个",2,0
4017,出发 吧 ! 不要 问 「 考试 」 在 哪 、 、 、 、,0,0
4018,最近 说 的 最多 的 话 就是 : what   do   u   mean . . . [ 汗 ],0,0
4019,"下午 四 点 , 肚子 又 开始 饿 , 忍 住 ! 胖 纸 没有 未来",2,3
4020,出去 玩 的 代价 就是 熬夜 写 报告 [ 泪 ] 一万 字 啊 ! 呜呜,2,2
4021,"不 喜欢 我 的 人 都 从 我 的 世界 里 滚 出去 , 别 老 在 我 眼前 晃悠 !",4,3
4022,居然 坐 反 地铁 ~ 差劲 !,4,4
4023,又 到 了 … …,0,2
4024,"难道 因为 一 件 事情 难 ,   就 假装 它 不 存在 吗 ?   别 看轻 了 自己 !",4,3
4025,"在 淘宝 购物 , 十 次 有 九 次 想 捅 死 自己 [ 泪 ]",2,2
4026,我 对待 人 和 处理 事情 的 方法 可能 都 有点 问题 ~ ~,2,0
4027,"真实 写照 , 自己 家 孩子 的 屎 也 是 香 的 。",3,3
4028,"哇 咔 咔 , 我 的 签证 下来 咯 , 意大利 , 我 来 了 !",5,5
4029,哎 ~ ~ 好运 就 不会 与 我 同在 的 ~ ~,2,1
4030,走 夜 跑 去 。,0,0
4031,痛 !,2,2
4032,"吃 月饼 , 看 李娜 , 喝 昆仑 山 , 按 加多宝 。",5,3
4033,好 冷 啊 万恶 的 冬天 悄悄 的 来 了,3,5
4034,"希望 天 永远 不 亮 , 这样 我 就 不用 起床 , 一直 睡觉 。",0,1
4035,秘密 才 是 难能可贵 的 经过 这次 怎么 夸 都 不为过,5,4
4036,人 在 江湖 漂 ! 哪 能 不 挨 刀 ! 风水 轮流 转 啊 !,5,3
4037,在家 了 哈 。 哇 哈哈 。 可是 好 热 啊,5,5
4038,十亿 票房 和 一句话 的 植入 有 关系 吗 ?,0,0
4039,求 基 友 一起 买 !,0,5
4040,突然 很 想 吃 麻辣 香锅 。 。 。,0,2
4041,to   be   or   not   to   be   ? ? ? ? ? [ 抓狂 ] [ 抓狂 ] [ 抓狂 ],0,2
4042,搬家 的 第 一 周末 还有 两 天 [ 嘻嘻 ],5,5
4043,该 对 音乐 说 再见 了 吗 ?,0,4
4044,我 滴 亲亲 妈咪 要 来 啦   [ 爱 你 ],1,5
4045,"micaps   3.1   调 数据 显示 时 咋 没 响应 呢 , 谁 懂 啊 ? !",4,2
4046,求解   怎么 下 伴唱 歌曲 啊   @ 吃 个 橘子 吃 到 sien,0,3
4047,借 嫩 吉言 哈 [ 挤眼 ] . . .,5,5
4048,不 出来 都 不会 下雨,3,3
4049,"你 安静 , 全 世界 都 安静 。",0,3
4050,求 英语 ab 级 考试 答案 …,0,0
4051,"一 晚上 的 恶心 , , 太 恶心 了",3,3
4052,"原来 做 按摩 一个半 小时 要 用 加班 来 换 , 擦 , 愣是 没 逃 掉 [ 抓狂 ]",3,4
4053,"亲爱 的 们 , 谁 在 玩 和风 物语 啊 啊 啊 , 求 加 邻居 。 给 我 id 吧 ~",0,1
4054,"躺 在 床 上 , 赶快 睡觉 , 晚安 。",1,2
4055,牵牛 的 夏天 。,0,0
4056,天气 好 冻 . 准备 今晚 唔 训 啦 . . 次次 都 冻 醒 [ 泪 ],2,5
4057,又 是 一个 阴雨 绵绵 的 周末 ~ 伤 不 起 啊 ! [ 打 哈气 ],2,2
4058,"我 想 去 旅游 , 我 想 去 九寨 沟",1,2
4059,"泡 温泉 , 舒服",5,5
4060,手机 开 不 了 机 了 [ 挖 鼻 屎 ],0,3
4061,儿子 屁颠屁颠 地 走 起 路 来 了 [ 挖 鼻 屎 ] [ 挖 鼻 屎 ],1,3
4062,那个 抢 出租 车 的 傻逼 。,3,3
4063,居然 改成 闭卷 了 [ 泪 ] [ 泪 ] 这 特 么 还 考 毛线 啊 ! ! ! [ 打脸 ] [ 打脸 ],4,2
4064,既然 第 二 次 遇到 鬼压床 。 [ 泪 ] [ 泪 ],2,2
4065,[ 泪 ] 头疼 [ 泪 ] 嗓子 疼 [ 泪 ],2,2
4066,"明早 要 早起 , 现在 还有 工作 的 一 堆 事情 , 你 真的 想 死",3,3
4067,希望 姥姥 手术 成功 …,0,1
4068,尼玛 。 老娘 没 话 说 了 。,4,4
4069,黄 晓宇 也 有 柔情 的 一面 …,1,0
4070,今天 晚上 洗 冷水 叫 我 情 何以 慷,3,5
4071,明天 零下 二 度 [ 雪 ] [ 雪 ] [ 雪 ] [ 雪 ],0,5
4072,还 在 外面 。 [ 晕 ],0,3
4073,"没有 好吃 的 , 就 当 是 减肥 。",0,3
4074,"心碎 心碎 啊 [ 泪 ]   , 太 令 我 伤心 了",2,2
4075,何苦 让 庸 脂 俗 粉 染 了 这 张 本来 就 不 怎么 好 的 脸 。,3,3
4076,"if1209 又 到 了 2350 , 开 5 手 多 单 。",0,5
4077,好久 好久 没 这么 晚 都 没 睡 了 … … 你 这个 孩子 … … [ 困 ] [ 困 ] [ 困 ],0,2
4078,"相知 , 相恋 , 相爱 , 相 守 , 都 有 个 相 字",1,1
4079,谁 去 看 电影 啊 [ 偷 笑 ],5,5
4080,去 你 妹 的 2013 年 ! ! ! ! !,4,4
4081,大 魔术 师 到底 上映 没有,0,3
4082,"灾区 的 娃儿 好 可怜 , 吃 的 都 是 捐赠 的 国产 奶粉 ~ [ 泪 ]",2,2
4083,不 开心 。,2,5
4084,"喝 了 包 碧生源 减肥 茶 , 这 家伙 把 我 给 拉 的 , 人 都 虚脱 了 . . .",2,3
4085,[ 馋嘴 ],0,5
4086,猫 拧 ! 真是 天 凉 好 个 秋 啊 。 。 。 [ 落叶 ],1,2
4087,我 只是   突然 的   想 你 了,1,2
4088,雨花 的 菜品 还 可以,1,0
4089,阳江 ~ ~ ~ 我 走 了   [ 泪 ]   [ 泪 ]   [ 泪 ],2,2
4090,"幸福 额度 : 我 不 哭 不 闹 , 不 代表 我 不 痛 . 是 因为 , 我 真的 爱 他 ! !",2,2
4091,我 好 想 把 有的 人 拉 黑 哟 ! 憋得慌 ! ! ! ! [ 抓狂 ] [ 抓狂 ] [ 抓狂 ],4,4
4092,农历 十 月 初十 [ 礼花 ],0,5
4093,过 几 个 小时 又 要 上班 了 _ ( : 3 」 ∠ ) _,2,0
4094,"决定 了 , 今晚 找 个 兼职 去去 躁动 的 心 … …",0,2
4095,"不能 吐槽 的 人生 好 憋屈 , 开会 又 拖堂 鸟 … … [ 挖 鼻 屎 ]",2,2
4096,今天 终于 让 自助 餐 赚 了 我 一 回 ~ ~ 哈哈 ~ ~,5,5
4097,操 !,4,4
4098,"女士 们 , 先生 们 , 节日 快乐",5,1
4099,e [ 围观 ],0,0
4100,从来 没有 像 今天 这样 畏惧 周末 的 到来,2,0
4101,当头一棒 的 感觉 。,2,5
4102,我 恨 你们 [ 拜拜 ] 我 也 要 去 撸 碟 了 … …,3,2
4103,眼泪 还是 落下 了 、 你 值得 我 昀 眼泪 !,2,2
4104,"介 几 天 大爱 《 夜会 》 , 随时随地 在 哼哼 … …",1,0
4105,"放心 , 这种 挑衅 我 还 扛 的 住 , 姐姐 我 已经 被 磨练 出来 了 …",0,2
4106,希望 上天 给 我 力量 让 我 快点 睡着 !,2,1
4107,我 好 难过 [ 悲伤 ] [ 悲伤 ] [ 悲伤 ],2,2
4108,"等 你 回来 陪 我 看 哈哈 , 死 gay",5,5
4109,vpn 掉 得 . . . 简直 不能 忍,3,3
4110,只 为 你   因为 喜欢 才 会 … 喜欢 有 你 在 身边 的 感觉   很 有 安全 感,1,1
4111,"训 唔 着 , 落 去 买 几 支 酒 治疗 失眠 , 好 办法 咧 。 。",2,2
4112,i ' m   tired .,3,1
4113,"稳 食 真 系 好 艰难 , 幸运 的 是 有 美人 傍 住 ! ! !",1,1
4114,对 @ 禾 子 慧   说 : 这次 的 头像 真是 傻 到 不行 [ 奥特曼 ]   [ 奥特曼 ],3,5
4115,"现在 才 知道 , 黑龙江 这个 地方 有 多 落后 … …",3,0
4116,会员 有 好处 吧 ! ! !,5,1
4117,烤鱼 也 好吃,1,1
4118,亚 死 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 。 [ 抓狂 ],3,3
4119,可以 开 云吞 档 咯 … … 熟人 买 一 送 一,5,5
4120,"男儿 秋裤 不 轻 穿 , 只因 未 到 冻 蛋 时 !",0,2
4121,左旋肉碱 到底 有 用 没 啊 ? 求解,0,4
4122,"早晨 不 想 起床 , 自己 在 被窝 里 舔 胳膊 玩 。 。",0,2
4123,去 你 妹 ! ~ ~ ~ 嗯 嗯 ~ ~ ~ 淡定 。 。 。 。 我 淡定 你 妹 啊 ! ~,4,2
4124,原来 我 是 个 愤青 。 [ 帅 ] [ 奥特曼 ],0,5
4125,"饭后 谈到 一个 严峻 话题 , 我 究竟 去 吾 去 学 车 好 ? !",0,2
4126,仲 有 半 个 钟 就 十八 岁 喇 ! [ 蛋糕 ],5,0
4127,好 冷 ! 又 到 了 手脚 冰凉 的 时候 [ 悲伤 ] [ 悲伤 ] [ 泪 ] [ 泪 ],2,2
4128,呢 两 日 个 肚 都 唔 知 乜 问题 ! [ 挖 鼻 屎 ] 似 痛 非 痛 ! 难受 ! [ 泪 ],2,2
4129,"@ tendert   同学 , 今天 100 周年 校庆 , 知 否 ?",0,0
4130,终于 到 了 . . . . . . 最 苦 逼 的 采访 [ 汗 ] [ 汗 ] [ 汗 ],2,5
4131,身心 疲惫 。,2,0
4132,"我 选 哪 条 路 , 哪 条 路 就 堵车 。 shit !",3,4
4133,"心事 那么 多 , 压 的 心里 沉甸甸 的",2,1
4134,熟悉 的 广州 地铁 !,1,4
4135,之后 到 无比 滴 和 眼 药水 哦 ~ ~,0,5
4136,道 不同   不相为谋   其实   就 这么 简单,0,0
4137,good   luck !,1,1
4138,陈 茵薇 都 几 型,0,0
4139,"晚安 , 累 到 不行 了 [ 困 ]",2,2
4140,太 聪明 往往 还是 会 寂寞,2,2
4141,在 这样 下去 会 死 人 的 … … 睡觉 … …,3,2
4142,当 了 妈 才 真正 感受 到 有 几 唔 容易 … [ 打 哈气 ] [ 打 哈气 ] [ 打 哈气 ],0,4
4143,"好 吧 , 我 又 忍不住 腐败 了",0,5
4144,我家 小区 停电 了 [ 泪 ],2,2
4145,"穿 了 这么 多 天 高跟 鞋 , 脚 肿 了 … …",2,2
4146,心 要 多 大 才 能 看 淡 一切 [ 问号 ] 出家 去 有人 收 么 [ 问号 ],0,5
4147,"我们 都 是 秦朝 人 , 可惜 这里 没有 大泽 乡 [ 微笑 ]",2,2
4148,吃亏 就是 占 便宜 整个 就是 句 狗 p   鉴定 完毕   睡觉,3,4
4149,"今日 六点三 出发 , 开 摩托 车 入 小 隐 , 一 啲 都 唔 塞",0,1
4150,[ 给 力 ] [ 威武 ],5,1
4151,不 开心 [ 泪 ] [ 失望 ],2,2
4152,"我 结 , 哈哈 , 还 不错 啦 !",5,5
4153,每日 一带 ~ 李炜,0,0
4154,"天 若 有情 天 亦 老 , 没事 儿 我 就 吃 个 枣 !",5,4
4155,放风 [ 偷 笑 ] [ 偷 笑 ] [ 偷 笑 ],5,5
4156,"第 一 次 当 伴娘 , 激动 shi 了 ! ! ! [ 害羞 ] [ 害羞 ] [ 害羞 ]",5,5
4157,"电闪雷鸣 , 独自 在家 看 倩女 幽魂 . . . . . .",2,1
4158,"是 谁 扰乱 了 我 ? 外面 的 风声 好 大 , 哗啦 哗啦 的 , 真 吓人 !",3,3
4159,奶茶 好好 喝 哦 ! ! ! [ 馋嘴 ] [ 馋嘴 ] [ 馋嘴 ],5,5
4160,厨房 那种 味道   呛 到 我 喉咙 疼   哎 . . . 没 办法   只能 撑 下去,3,2
4161,biu ~ biu ~ biubiu ~ biubiu ~ biu ~ b ~ iu ~ biubiu ~ ~ ~ ~ ~ ~ ~ ~ ~ biu,0,5
4162,吴 彦祖 。 生日 快乐 。,1,1
4163,回家 后   我 要 天天 开 着 我 的 车   到处 宵夜 ! ! !,5,4
4164,"你们 过 好 你们 的 平安夜 , 我 给 你们 保 平安",0,5
4165,"开始 找 婚庆 , 头疼 [ 悲伤 ] [ 悲伤 ]",2,2
4166,好 大 的 雪 … … 冷 ~,2,5
4167,还是 比熊 好 !,1,1
4168,电算 化 你 终于 同 我 收皮 咯 … [ 酷 ],0,5
4169,"放下 一些 感受 , clear   your   heart ~ ~ 各位 超龄 儿童 , 节日 快乐 !",5,1
4170,肥 到 无 了 谱   祈求 上天 还 我 120 斤 身材,0,4
4171,请问 x-box 点 玩 老 翻,0,3
4172,"老婆 突然 发 高烧 , 出来 陪 她 吊 水中 …",2,2
4173,压力 大 . [ 委屈 ],2,2
4174,连同 屋 的 女生 都 走 了   太 无聊 了   还有 漫长 的 5 个 小时,3,3
4175,"沈阳 零下 14 , 广州 24 。 怎么 理 箱子 ? [ 思考 ]",0,3
4176,"[ 右 哼哼 ] 这 一 睡 下去 , 再 醒来 就是 世界 末日 了 [ 左 哼哼 ]",0,3
4177,"小 宝宝 满月 了 , 健康 平安 !",1,1
4178,"咪咪 , 生日 快乐 [ 蛋糕 ] , 锡 晒 你   @ 蜜蜂 yiyi",1,1
4179,"这 大半 夜 的 , 我 居然 饿死 了 。 话 说 我 其实 晚饭 没 吃 饱 …",2,2
4180,难得 感 早 起床 … … [ 挖 鼻 屎 ],0,0
4181,"放弃 , 也 很 痛苦",2,2
4182,不知不觉 间 … 其实 失去 的 挺 多 的 … … 闹心 … …,2,2
4183,其实 我 只是 不说 你   不是 我 傻,0,2
4184,肚 痛 。 我 还是 早点 睡 吧 。 安 。 [ 月亮 ],2,2
4185,"放心 , 迟早 会 遭到 报应 的 !",4,1
4186,"劲 头痛 , 郁 都 唔 敢 郁 . . . . . . .",2,1
4187,@ ms_mjj   @ yukioyeung   听 日 想 几 点 出来 啊 ? [ ala 啊 哈哈哈 ],0,3
4188,我 知道 我 有时 候 很 不 称职   @ _ _ 小小 园,2,2
4189,"如果 拍 毕业 照 时 每个 人 都 穿 背心 , 那 会 很 有趣 的",5,1
4190,今天 心情 极度 糟糕 … …,2,5
4191,哈利 值得 3d 不 ?,0,0
4192,"才 八点 钟 便 死 一般 寂静 , 太 夸张 了 吧 ? ! [ 抓狂 ]",3,3
4193,没 人 保护 、 唯有 自己 坚强,2,0
4194,失眠 真的 好 痛苦 ~ 求求 你 快点 令 我 睡着 吧 ~ [ 抓狂 ] [ 泪 ] [ 泪 ] [ 钟 ],2,2
4195,[ 流星 ] 晚上 好   聊聊,0,5
4196,"以前 是 得 不到 , 现在 是 不 想 要 了 … …",2,3
4197,有的 时候   我 会 想   这 花 了 我 多少 的 运气 。,2,2
4198,"下雨 后 的 地 好 滑 ! 尼玛 , 摔 得 好 结实 [ 泪 ]",2,2
4199,小米 最近 很 火 啊,0,3
4200,"妈妈 的 一通 电话 , 带 点 暖意 , 带 点 湿润 ~",1,3
4201,这 是 鸡蛋 煎饼 吧,0,1
4202,在 帐篷 里 听 唱 好 声音   看 烟花,0,1
4203,现在 还有 真 爱 吗 ? [ 衰 ] [ 衰 ],2,2
4204,机械 工程 你 就 坑 我 吧 [ 挖 鼻 屎 ] [ 挖 鼻 屎 ] [ 挖 鼻 屎 ],3,3
4205,"军营 第 二 天 , 盾牌 操 , 悲 催 [ 拳头 ]",2,2
4206,"哎唷 , 原来 大家 都 是 早 睡 早起 的 好 青年 。 早安 各位 。 [ 太阳 ]",5,5
4208,亲 们 注意 保暖 。,0,0
4209,[ 哈哈 ] [ 哈哈 ] 413   + 4,5,5
4210,东堂 和 卷 岛 真的 能 去 结婚 了 … …,1,1
4211,今天 不 加班 !,5,0
4212,"公司 大厦 中央 冷气 坏 咗 , 热 傻 人 啦 [ 晕 ] [ 黑线 ]",3,3
4213,爸爸 舍 不得 宝贝 抽 那么 多 血 。 。 宝贝 逃 过 一 劫 。 。 。 [ 衰 ],2,2
4214,无家可归 的 人儿 吖 、 流浪 街头 吧 [ 泪 ],2,2
4215,"来 工厂 , 每 周三 都 会 吃 面条 。 连续 这 3 周 , 我 都 吃 的 想 吐 [ 泪 ]",3,2
4216,真正 是 恶心 [ 怒 ] [ 吐 ],3,4
4217,真 他 妈的 xxx,4,4
4218,有点 。 。 。 落寞 ? !,2,2
4219,"擦 , 隐形 眼镜 忘记 带 了 。 。 。 [ 泪 ] [ 泪 ] [ 泪 ]",2,2
4220,做 了 一个 艰难 的 决定 : 今晚 还是 去 上课 吧 。 。,0,0
4221,"为什么 醒 了 , 头 这么 疼 ?",3,3
4222,"戒 口 了 , 上火 , 口腔 发炎 , 今晚 才 洗 了 牙 , 满嘴 鲜血 [ 大哭 ]",2,2
4223,跟 鬼佬 打 了 30 分钟 的 电话 才 把 电脑 修好 ! ! 这 也 太 累 了 吧 ! !,3,3
4224,有 治 头痛 的 方法 或 名医 推荐 吗,1,1
4225,"生病 就是 痛苦 , 所以 身体 健康 第 一 , 赚钱 第 二 。",0,0
4226,"10.30 。 世事 变迁 。 下雨 , 降温 。 2012 的 冬天 , 来 了 。",2,3
4227,"秀 中 校庆 都 不 好玩 的 , 纯粹 为了 拿 纪念 品",3,0
4228,"感冒 每逢 晚上 训觉 最 辛苦 , so 鼻塞 [ 泪 ] [ 抓狂 ]",2,2
4229,呜呜 呜 ~ ~ 又 要 跌 钱 落 咸水 海 ~ ~,2,2
4230,我 什么 时候 才 能 醉 啊 ?,2,2
4231,"正经 脸 , 我 要 学 ps , 来人 , 战 ! ! ! ! !",1,1
4232,"吃 了 含有 nh3 的 油条 , 不 爽",3,3
4233,"高山 之 恋 在 香格里拉 取景 , 林海 旅馆 不 知道 是否 真 有 ?",1,3
4234,207 塌 墙 惨案 … … … … … … [ 蜡烛 ],2,2
4235,最近 公司 怎么 这么 热 啊 ~   ~,3,3
4236,"又 是 个 找 董事 长 的 , 且 还是 前任 董事 长 [ 衰 ]",3,3
4237,有 一 种 累 得 快 昏倒 的 感觉 ~ ~ ~ ~,5,5
4238,"果然 我 不 适合 玩 dl 这 类 的 游戏 , 怎么 办 我 现在 好 想 虐 人 啊 … …",3,2
4239,"终于 等到 你 的 感觉 , 追 剧 不易 呀 [ 噢 耶 ]",5,5
4240,真正 的 无 痕 接发 ! 石家庄 聚 美名 轩 大家 约 起来 吧,0,0
4241,我 真的 . . . 不 想 再 纠缠 了 . . . 一切 都 是 我 的 错 . . .,2,2
4242,"公司 福利 太 好 了   这里 的 人 除了 吃 还是 吃   , 哎",1,3
4243,"3   weeks ,   back [ 蹭 ]",0,0
4244,"一 碗 云吞 面 , 一 天 新 生活",0,0
4245,买 件 衣服 刷 掉 我 1149 要命 了 。,2,2
4246,真的 要 戒 肉   油炸 食物,0,0
4247,南航 够 了 啊   取消 这么 多 航班   还要 不要 人 活,4,3
4248,只有 我 一个 人 觉得 杨洋 演技 尴尬 么   别 喷 千万 别 喷,3,3
4249,"人 需要 的 是 忘记 失去 的 , 感激 拥有 的 , 和 期待 将 至 的 。",0,0
4250,"牢牢 记住 的 人 不 只是 你 , 投入 过 了",0,0
4251,"如果 曼城 输 了 , 那么 整个 故事 就 完美 了 [ 奥特曼 ]",2,1
4252,"今晚 想 去 行 街 , 谁 愿意 同行 ? [ 嘻嘻 ]",5,5
4253,"@ 小 仕 爸爸   亲爱 的 孩 纸 他 爸 , 祝 你 29 岁 生日 快乐 ! [ 蛋糕 ]",1,1
4254,"不是 要 河蟹 了 嘛 , 怎么 还 强 退 qq 呢 , 企鹅 要 闹 到 什么 时候 ?",3,3
4255,哈哈   终于 被 广大 土木 录取 了   开心   以后 我 要 当 工程 师 了,5,5
4256,我 比 你 更 希望 我 有 那么 喜欢 你 。,1,1
4257,[ 爱心 传递 ] 拒绝 吃 狗肉 。,3,1
4258,"堵 成 一 碗 拉面 的 三 官 堂 , 真 让 我 感叹 走路 上下 班 , 就是 福",2,1
4259,五一三 日 假期 贡献 比 kfc 了,0,0
4260,"这个 泼 太阳 , 热 死 人 了 。",3,3
4261,"时间 真是 过 的 又 慢 又 快 , 又 老 一 岁 了",2,2
4262,"从 今天 起 , 再也 不 如此 地 喝酒 … … [ 咖啡 ]",2,2
4263,say   hello   to   this   new   day ~ 很 久 没有 在家 都 这么 早 起 了,5,2
4264,我 只是 想 找 个 人 陪 我 吃 冰激凌 . . .,2,2
4265,2510 开 5 手 多 单 。,0,0
4266,"超 成都 去 , , , , , @ 我 想 我 是 你 的 永恒 宝贝 _ ssy   @ 阿惠 铁塔 梦",1,1
4267,好久 才 能 瘦 [ 挖 鼻 ] [ 挖 鼻 ],2,0
4268,"今天 是 个 好 日子 , 祝 朋友 们 6.18 !",5,5
4269,"准备 辞职 , 再 要 找 工作 了 。",3,3
4270,天 养 残疾 人 ! [ 鄙视 ],3,3
4271,"今天 养 了 只 小 龟 , 起 名字 叫 小 绿 , 吃 肉饼 了 , 小 绿 ~ ~ ~ [ 来 ]",5,5
4272,"回到 学校 , 感觉 不错 , 哈哈 ,",5,5
4273,"目睹 一 怪 怪 蜀黍 火车 上 勾引 俩 小 姑娘 成功 , , ,",3,1
4274,这 学期 去 学 要 穷 惨 了 [ 泪 ] [ 生病 ] [ 伤心 ],2,2
4275,"man   proposes   ,   god   disposes   .",2,0
4276,"找 个 人 来 爱 我 , 我 害怕 寂寞 , 一个 人 睡 , 我 觉得 很 冷 . . . .",2,2
4277,"有些 人 是 真心 , 有些 人 只是 鸡 晶 , 喝喝 。 收皮 啦 。",3,3
4278,头先 执 衫   数 hel 数   原来 我 有 十六 套 球衣   好多 都 系 曼联 tim,5,5
4279,买 的 xl 会员 怎么 老是 高速 下载 通道 进入 失败 ! ! ! 摔 ! ! !,4,4
4280,纽 百伦 情侣 鞋 我 喜欢 [ 心 ],1,1
4281,我 的 大叔   你 在 哪里   什么 时候 出现 。 我 等 着 你 接 我 走 。,2,2
4282,好 纠结 要 不要 出门 买 mozzarella … 要不然 光 吃 草 好 没劲 …,2,2
4283,1111111111,0,0
4284,"实践 证明 , 吃 饱 有利于 增强 信心",0,0
4285,家教 的 时候 小 盆 友 不 给 力 有 神马 好 办法,0,1
4286,206 班 了 。 。,0,0
4287,在 看 福尔摩斯 [ 爱 你 ],1,1
4288,还有 两 个 小时 ! [ 可怜 ],2,2
4289,《 城市 猎人 》 貌似 还 不错 了 。,1,1
4290,"崩溃 中 , 各种 不 爽 ! ! !",4,4
4291,有 无人 食 过 kfc 的 饭 阿 ?,0,0
4292,""" 你 喜欢 他 什么 ? ""   "" 只要 看到 他 就 会 觉得 很 高兴   """,1,1
4293,很 受伤 [ 心碎 ],2,5
4294,又 开始 进入 循环 作 大 死 模式,4,4
4295,今天 晚上 幸运 的 存活 了 下来,5,5
4296,"为何 要 咁 辛苦 ? ?   喺 咯 , ,   囿 时 都 唔 知 为 乜 啊 . .   .",2,2
4297,有 偏 头疼 的 人 嘛 ? ?,0,3
4298,"天王 山 之 战 都 输 了 , @ 莫 雄凯   你 还 不 打算 请 吃 宵夜 ? [ 偷 笑 ]",5,5
4299,"很早 就 到 了 医院 , 估计 要 等到 中午 才 能 有 病房",3,3
4300,平淡 如 水 地 生活 。 晚安 。,0,0
4301,"家务 缠身 , 唉 ~ [ 泪 ]",2,2
4302,oh   yeah   ! 男人 信 什么,5,4
4303,"打滚 , 打滚 ,   不要 上班 不要 上班 [ 伤心 ]",2,2
4304,"谁 能 告 我 电脑 突然 自动 关闭 , 再也 打 不 开 了 , 是 哪儿 出错 ?",4,4
4305,知道 的 都 倒闭 了 [ 汗 ],2,2
4306,我 好 饿 [ 泪 ],2,2
4307,叙事 三 接近 半 成品 ! [ 浮云 ],0,0
4308,"从来 不 在乎 父亲 节 母亲 节 的 我 , 是 不是 薄情 薄义 了 呢 ? [ 汗 ]",2,2
4309,"在外 游荡 一 天 , 无色 滋味 , 回家 围脖 瓶 邪 回归 自我",2,2
4310,"突然 的 突然 , 我 想 结婚 了 . … …",2,2
4311,[ 哈哈 ] 女人 们 ! 你们 还有 58 分钟 享受 你们 的 特权 ! [ 酷 ],5,5
4312,"[ 泪 ] [ 泪 ] 第 一 科考 民法 , 不够 时间 做 啊 ! 我 吾 制 啊 , 我 记得 架",2,2
4313,北京 怎么 了 ? [ 吃惊 ] [ 吃惊 ] 什么 情况 ?,0,3
4314,"杭州 公交 一日游 , 悲剧 [ 抓狂 ]",2,2
4315,我 准备 干 一 件 事,0,4
4316,胃 又 吾 舒服 [ 泪 ] [ 泪 ],2,2
4317,每晚 最 不 愿意 面对 的 事 就是 . . . . . . . . . . 洗 衣服 [ 泪 ] [ 泪 ] [ 泪 ],2,2
4318,got   stuck . [ 生病 ],2,2
4319,"清远 , 看似 离家 近 了 , 却 还是 很 远 ~",2,2
4320,现在 过 得 这 根本 就 不是 日子 …,3,3
4321,为什么 我 是 一个 这么 不 完美 的 人 ? ! 因为 我 还 活着 。,2,2
4322,咋 就 没有 咸 柑桔 呢 ? 害 哥 买 了 花旗参 蜜 · · · · · 苦 的 · · · ·,2,2
4323,「 我 一直 爱 着 你 」,1,1
4324,"自习 姐 , 使 唔 使 换 2 次 课室 啊 ? t   t   rp 啊 … …",3,2
4325,正在 电视 上 看 花 千 骨 第 一 集 [ doge ],5,5
4326,有人 大半 夜 无聊 到 玩 捕鱼 达人 的 吗,2,4
4327,"唔 经 唔 觉 我 已经 发 左 3127 条 围脖 , 乜 我 甘 多 野 讲 的 咩 ~ ~ ~",2,2
4328,"到 学校 了 , 没 网络 。",2,2
4329,"小毅 , 一 周岁 了 。 爸爸 祝 你 生日 快乐 。 [ 蛋糕 ]",1,1
4330,iphone   也 有 捞 鱼 游戏 啦 。 哈哈 !,5,5
4331,真 tm 折磨 阿 。 。 回 趟 家 真 不 容易 阿,3,2
4332,七 年 没有 在 家里 过 过 中秋 了 。 。 。 。,2,0
4333,为啥 最近 总是 每 到 六点 就 自然 醒 ?,3,0
4334,又 是 血压 高   哎   怎么 办 呢,2,3
4335,好 男儿 ? [ 晕 ],3,2
4336,咳 死 了 . . . . . . . 嗓子 也 哑 了 . . . 伐 开心,2,5
4337,"冒泡 冒泡   没 , 流量 。 。 蒸 … 烦恼",2,2
4338,"买不起 nike 买 lining , 买不起 levis 买 yishon [ 睡觉 ]",2,0
